fixed acidity,volatile acidity,var1,var2,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,var3
5.8,0.2,-0.4527755557151434,-0.15044413365588594,0.033,65.0,169.0,0.9904299999999999,3.59,0.56,-0.3203873194074046
8.2,0.2,-0.4248364808461489,-0.3299388978151838,0.035,60.0,163.0,0.9952,3.05,0.3,-0.4213838577980178
6.8,0.3,-0.07814303961168079,0.1235736459841521,0.037000000000000005,45.0,150.0,0.9972700000000001,3.04,0.38,0.040989766418682905
6.6,0.22,-0.4979591738843362,-0.46705346768313816,0.133,52.0,136.0,0.9932,3.1,0.3,-0.5950531867588696
7.4,0.19,-0.6687645262109296,-0.5993612785275391,0.057,33.0,135.0,0.993,3.12,0.5,-0.6861994112966794
7.3,0.25,-0.3820346096997542,-0.11669108385993532,0.034,30.0,177.0,0.99085,3.25,0.4,-0.2937035623457288
7.3,0.18,-0.47883908948890264,-0.22572120113154637,0.036000000000000004,26.0,101.0,0.99,3.09,0.37,-0.386645804368718
5.8,0.35,-0.44363134803505844,-0.20801956353276174,0.034,41.0,151.0,0.9912,3.35,0.58,-0.35594274857840735
6.6,0.34,-0.5790875844597334,-0.414203932227599,0.035,32.0,90.0,0.9916,3.1,0.42,-0.5362943208694715
5.8,0.27,-0.25451944466337484,-0.01270483298440861,0.057999999999999996,42.0,206.0,0.9946,3.32,0.38,-0.1238686761813057
6.1,0.27,-0.3981038486767914,-0.4276376023404038,0.039,49.0,172.0,0.99985,3.4,0.45,-0.4333719363835363
6.5,0.19,-0.41117086168139483,-0.17043515345171967,0.037000000000000005,13.0,101.0,0.9916,3.17,0.41,-0.3119225564712752
7.0,0.2,-0.6330962808659355,-0.595571315074404,0.057999999999999996,30.0,93.0,0.9932200000000001,3.03,0.38,-0.690219443702345
9.2,0.32,-0.5740442369450787,-0.50275223695741,0.046,14.0,186.0,0.9949,3.08,0.48,-0.614664222413768
6.2,0.36,-0.24115450165266927,0.13472879539542104,0.036000000000000004,44.0,92.0,0.98936,3.2,0.5,-0.07435956087795337
6.5,0.22,-0.6985239099135008,-0.6469029259070953,0.096,16.0,115.0,0.9937,3.02,0.44,-0.6961992841667655
6.2,0.21,-0.35368276391081066,-0.08682027707023998,0.027999999999999997,45.0,121.0,0.9916799999999999,3.21,1.08,-0.23885229038236155
7.0,0.2,-0.4275038889715026,-0.1883424278703183,0.049,12.0,136.0,0.9922,3.25,0.46,-0.3506565782743323
8.0,0.17,-0.334815735790833,0.014657267740120217,0.028999999999999998,52.0,119.0,0.98944,3.03,0.33,-0.1818927085606965
6.1,0.17,-0.4988065533060645,-0.33369231087291196,0.033,46.0,150.0,0.9933,3.43,0.49,-0.4473644783168712
5.2,0.17,-0.686620119081812,-0.5965167036654733,0.03,11.0,68.0,0.99218,3.3,0.41,-0.6876613373730793
6.3,0.25,-0.4592432027754928,-0.45400742777199166,0.039,47.0,142.0,0.99705,3.14,0.35,-0.4647078780764824
7.2,0.24,-0.3251987905237057,-0.0074093217502351205,0.028999999999999998,21.0,63.0,0.9907600000000001,3.13,0.63,-0.20610570925104754
7.8,0.21,-0.3688540354786265,-0.2944571502012021,0.039,55.0,140.0,0.9959,3.02,0.31,-0.3634154784093825
5.6,0.19,-0.545782951431498,-0.3356177112328511,0.04,52.0,103.0,0.99026,3.5,0.39,-0.47526122046376995
5.8,0.2,-0.4385818930409967,-0.18489933629367306,0.035,40.0,86.0,0.98993,3.5,0.42,-0.35606975197951896
8.5,0.22,-0.56173844243871,-0.41028003071690633,0.04,5.0,25.0,0.9918,3.04,0.37,-0.5405021424247123
7.0,0.53,-0.9605255565408672,-0.9440626539331619,0.036000000000000004,39.0,107.0,0.993,3.2,0.32,-0.9542598420267057
7.0,0.2,-0.3690013296739262,-0.1576996684277978,0.035,32.0,83.0,0.9928,3.19,0.46,-0.29905998328999084
7.1,0.2,-0.4930418662043943,-0.31955684141281604,0.049,28.0,129.0,0.99226,3.15,0.52,-0.46265522120893954
6.6,0.25,-0.4136386762510361,-0.41168626361818705,0.047,61.0,189.0,0.9960399999999999,3.22,0.49,-0.4954858857156408
7.0,0.13,-0.2875231856997639,-0.18324794381088405,0.042,36.0,105.0,0.9958100000000001,3.05,0.55,-0.2678900202592196
8.2,0.38,-0.30393295065757076,-0.3147809712202505,0.042,58.0,166.0,0.99855,3.1,0.54,-0.3744503796907317
6.6,0.54,-0.3802667288108954,-0.3221620349608638,0.055,41.0,182.0,0.9986,3.35,0.54,-0.3467228615123469
6.6,0.23,-0.4714047293644582,-0.525942879174514,0.051,33.0,118.0,0.99835,3.04,0.54,-0.5262541263350923
6.9,0.33,0.07657185458494276,0.44582104187456917,0.038,46.0,132.0,0.9914299999999999,3.23,0.43,0.18866107490569806
6.4,0.32,-0.35089399543256483,-0.34615618543490756,0.047,57.0,206.0,0.9968,3.08,0.6,-0.4219079378967111
4.9,0.335,-0.7146482680595878,-0.5715338405507966,0.036000000000000004,69.0,168.0,0.9921200000000001,3.47,0.46,-0.6566915075968072
6.6,0.25,-0.545463708895813,-0.3534438292663242,0.068,39.0,124.0,0.9914,3.34,0.58,-0.4891511891210404
8.1,0.3,-0.23206856800383602,-0.05783425501101358,0.037000000000000005,26.0,174.0,0.9943,3.1,0.3,-0.20771833666732953
6.4,0.21,-0.491203271119132,-0.3576883885645634,0.044000000000000004,43.0,160.0,0.9949,3.6,0.41,-0.4595359469712874
6.1,0.6,-0.7277921027400017,-0.5933393275801935,0.05,11.0,76.0,0.9926799999999999,3.42,0.48,-0.669623599232001
7.5,0.24,-0.5014141078569343,-0.2704599321534742,0.046,34.0,84.0,0.9902,3.04,0.39,-0.422067296661655
7.3,0.24,-0.42971406116051714,-0.48646821710038224,0.05,38.0,174.0,0.9983,3.03,0.42,-0.49255660016790226
5.6,0.28,-0.5378174863121095,-0.3869190201352417,0.043,52.0,158.0,0.9920200000000001,3.35,0.44,-0.49437877321699053
5.8,0.22,-0.38504894078377505,-0.05566310478354586,0.036000000000000004,25.0,68.0,0.98865,3.24,0.35,-0.24693600889644807
8.6,0.18,-0.549417294581902,-0.3472576383311208,0.032,25.0,78.0,0.9910399999999999,2.99,0.38,-0.4859008784947374
5.7,0.385,-0.6362735396256465,-0.603607765043386,0.034,22.0,115.0,0.9964,3.28,0.63,-0.5935705614169781
7.6,0.54,-0.6354323061363623,-0.5008043568553393,0.028999999999999998,13.0,151.0,0.9931,3.04,0.33,-0.5986616102734309
7.3,0.24,-0.33897806428163435,-0.3247733568856144,0.05,41.0,178.0,0.9988,3.37,0.43,-0.3786494685405264
5.9,0.62,-0.41009957285781573,-0.14447712500472187,0.039,55.0,152.0,0.9907,3.44,0.44,-0.3018549985944795
7.4,0.18,-0.6289739598706588,-0.4823797221072865,0.047,21.0,106.0,0.9938299999999999,3.52,0.64,-0.588722889244947
6.9,0.35,-0.25755812067803197,-0.2329687970122185,0.038,22.0,111.0,0.99687,3.11,0.29,-0.3235175798950113
9.5,0.42,-0.42608265091135955,-0.23911014516622942,0.034,22.0,145.0,0.9951,3.06,0.52,-0.39360062117296857
6.9,0.26,-0.4538161378378437,-0.23530178981231953,0.031,20.0,80.0,0.9908899999999999,3.12,0.39,-0.3695765094023621
6.7,0.25,-0.7177024105172931,-0.6668553513868433,0.040999999999999995,118.5,216.0,0.9949,3.55,0.63,-0.7377043112465717
6.4,0.31,-0.4414304569247308,-0.3689489812322928,0.04,57.0,213.0,0.99475,3.32,0.43,-0.45884484244441903
6.3,0.43,-0.18925455653819945,0.12641016525190696,0.042,18.0,106.0,0.99172,3.28,0.33,-0.04531751865254152
6.4,0.25,-0.5446809559070398,-0.3685593104952889,0.034,40.0,114.0,0.9911399999999999,3.31,0.58,-0.5043152947051356
7.3,0.29,-0.5368137920303866,-0.6071707240243132,0.043,46.0,238.0,0.9986,3.06,0.41,-0.6060761214801736
5.9,0.29,-0.530791275794789,-0.49306211717881876,0.037000000000000005,58.0,205.0,0.99495,3.26,0.41,-0.5570135687931891
6.6,0.3,-0.760022327290111,-0.7248378485148316,0.034,17.0,121.0,0.9933,3.13,0.36,-0.7862154744966154
7.8,0.27,-0.48859718301888566,-0.3030616948660596,0.053,36.0,175.0,0.992,3.2,0.55,-0.4406749681445208
8.2,0.34,-0.32085543485882895,-0.020930043218726047,0.076,19.0,92.0,0.9913799999999999,2.95,0.39,-0.18979740335860829
6.5,0.25,-0.38827201467250794,-0.340251941268094,0.055,47.0,179.0,0.998,3.58,0.47,-0.4001755260533003
6.6,0.25,-0.40764696009296797,-0.31710193728775504,0.043,29.0,151.0,0.9946,3.15,0.6,-0.4186466950246235
5.8,0.17,-0.41361723513714843,-0.15555099794246208,0.045,96.0,170.0,0.99035,3.38,0.9,-0.3263835255125481
6.3,0.27,-0.7046047198963086,-0.7220826057206051,0.048,45.0,186.0,0.9962,3.23,0.47,-0.7326449053531349
7.0,0.31,-0.4223071594980996,-0.12806313484309073,0.037000000000000005,33.0,128.0,0.9896,3.12,0.36,-0.30471879867584706
6.8,0.21,-0.44868681615299644,-0.26438441267216506,0.045,24.0,126.0,0.99234,3.09,0.87,-0.42271364771559805
6.8,0.26,-0.6194890488250424,-0.4755625519034534,0.043,70.0,154.0,0.9927299999999999,3.18,0.52,-0.5794862049891161
8.1,0.33,-0.5925691149648604,-0.48377970654346036,0.047,24.0,151.0,0.9952700000000001,3.22,0.47,-0.5605695731715942
6.6,0.56,-0.7981799798642799,-0.7826884515059405,0.045,28.0,92.0,0.9940000000000001,3.12,0.35,-0.8149452898048175
6.4,0.22,-0.36539466694650413,-0.24445435023147777,0.046,53.0,149.0,0.99479,3.21,0.34,-0.3262700199906987
5.1,0.52,-0.8667047011348609,-0.8329041852945978,0.052000000000000005,30.0,79.0,0.9932,3.32,0.43,-0.8536716786725977
6.3,0.29,-0.5710331188922555,-0.56333379587141,0.212,60.0,150.0,0.9958,3.1,0.4,-0.607150437241469
8.1,0.3,-0.5195720300857889,-0.318674217306097,0.040999999999999995,49.0,123.0,0.9914,2.99,0.45,-0.4620132365077195
7.1,0.53,-0.777399056357466,-0.7487324507029756,0.028999999999999998,29.0,86.0,0.993,3.16,0.32,-0.8085123535589213
7.4,0.35,-0.4634023764040921,-0.2721348280314,0.042,28.0,123.0,0.9930399999999999,3.14,0.44,-0.3844851408301727
6.0,0.34,-0.18216069331002704,-0.2552728439843166,0.046,26.0,164.0,0.9979,3.14,0.5,-0.3174482439364803
5.6,0.19,-0.533470917616035,-0.40088616176612235,0.043,17.0,67.0,0.9918,3.23,0.53,-0.532351805946131
7.9,0.31,-0.46827995671846046,-0.4286641473165984,0.048,46.0,212.0,0.9994200000000001,3.47,0.59,-0.4556578832000572
7.6,0.39,-0.32705283233605786,-0.018251868968267804,0.035,22.0,93.0,0.99144,3.08,0.6,-0.20100916154374782
6.4,0.25,-0.4925599761229701,-0.5035902550744114,0.042,57.0,173.0,0.9965,3.0,0.44,-0.5604615010446827
8.0,0.13,-0.5580918655924139,-0.3492195890864671,0.033,15.0,86.0,0.99044,2.98,0.39,-0.4837969677171171
7.5,0.29,-0.5468573308251266,-0.543580233557319,0.055,20.0,151.0,0.9968,3.08,0.54,-0.5853328635287166
6.8,0.34,-0.053012241000944704,0.22153999321834483,0.08800000000000001,23.0,185.0,0.9928,3.51,0.7,-0.033486674572012265
6.2,0.3,-0.37084304441373583,-0.0406977928891632,0.048,19.0,125.0,0.9899899999999999,3.32,0.54,-0.2365529247919348
7.7,0.26,-0.53899000927967,-0.3644690083729889,0.04,26.0,117.0,0.993,3.21,0.56,-0.498773284151637
6.7,0.16,-0.3402150269288494,-0.027229853093104328,0.036000000000000004,45.0,125.0,0.98964,3.19,0.51,-0.22782938838901212
6.1,0.28,-0.4086539316980409,-0.4357025437251498,0.044000000000000004,48.0,161.0,0.9993,3.34,0.48,-0.42964342017784907
7.0,0.32,-0.2911268512337869,0.007087323645768029,0.027000000000000003,37.0,122.0,0.99165,3.15,0.6,-0.15202089248448936
6.8,0.73,-0.5038038407694012,-0.33349344770725464,0.054000000000000006,25.0,65.0,0.99324,3.12,0.28,-0.4276770249498175
8.5,0.32,-0.3252080913183515,-0.29254798111828806,0.040999999999999995,47.0,190.0,0.9982,3.08,0.31,-0.3404875468916412
5.8,0.17,-0.502354922286276,-0.28586655610121636,0.037000000000000005,55.0,130.0,0.9909,3.29,0.38,-0.43277137311677827
6.4,0.27,-0.7576342475815679,-0.7007930769921047,0.085,21.0,196.0,0.99516,3.49,0.64,-0.7591375739547274
8.5,0.21,-0.5153974097300995,-0.45157272267690884,0.036000000000000004,24.0,99.0,0.9947,3.18,0.53,-0.5504517956989812
6.4,0.32,-0.577666439776241,-0.5433955577480081,0.05,53.0,180.0,0.9951399999999999,3.14,0.5,-0.5905833578822368
7.7,0.23,-0.4940825417037451,-0.4828384057937478,0.038,59.0,186.0,0.9969,3.12,0.55,-0.5231894053180259
5.7,0.24,-0.4258861964324888,-0.3691708487759058,0.069,35.0,182.0,0.9939100000000001,3.11,0.46,-0.47184461863909677
5.7,0.22,-0.540841118190776,-0.6110297004269052,0.044000000000000004,41.0,113.0,0.9986200000000001,3.22,0.46,-0.5819930574083035
7.5,0.28,-0.16741754601259973,-0.22755172794763,0.040999999999999995,53.0,161.0,0.9983799999999999,2.98,0.44,-0.329172050204359
6.1,0.18,-0.4426643932940493,-0.22869971405116885,0.038,20.0,249.5,0.9923,3.37,0.79,-0.3849960891427424
6.6,0.37,-0.43514396562276214,-0.39103180199967347,0.061,23.0,150.0,0.9954,3.14,0.45,-0.48802665376392773
8.3,0.4,-0.4805703044977393,-0.47216225918732224,0.05,15.0,122.0,0.9979,3.39,0.49,-0.5380357851340649
6.0,0.2,-0.4656891285920033,-0.2661637315388792,0.031,26.0,118.0,0.99134,3.38,0.68,-0.4058910942000812
6.3,0.23,-0.4580767966558781,-0.5011676968003291,0.054000000000000006,42.0,151.0,0.9985299999999999,3.12,0.6,-0.48334612548014955
6.5,0.19,-0.47930259994199065,-0.2284318379360546,0.046,22.0,90.0,0.9903799999999999,3.18,0.51,-0.3853716674418931
8.0,0.19,-0.6573826329561898,-0.5911806742829395,0.053,48.0,140.0,0.9940000000000001,3.18,0.49,-0.6751153901896823
6.1,0.21,-0.27235959080716776,0.03911383624743703,0.039,47.0,136.0,0.9906799999999999,3.27,0.31,-0.13354642420265816
6.6,0.24,-0.4208982485104992,-0.30667527489566915,0.031,36.0,135.0,0.9938,3.19,0.37,-0.40507335236524
5.8,0.315,-0.3228799585609431,-0.2685630265946317,0.031,28.0,106.0,0.9970399999999999,2.97,0.4,-0.27932454259541295
5.9,0.2,-0.25325782787107454,-0.05455949126358317,0.038,29.0,132.0,0.99426,3.31,0.57,-0.15986773475130722
7.6,0.16,-0.4875227745407592,-0.3559739948059495,0.043,25.0,109.0,0.9932,3.11,0.75,-0.4962337430034335
6.4,0.22,-0.25986643644097884,-0.300682052155562,0.055,27.0,159.0,0.998,2.98,0.4,-0.3597404696582811
7.9,0.25,-0.420290470140008,-0.2834278832531798,0.039,22.0,64.0,0.9936200000000001,2.93,0.49,-0.3937316575616192
8.3,0.15,-0.5100993527360644,-0.3612775616344337,0.055,32.0,146.0,0.993,3.08,0.39,-0.4988420689285161
6.5,0.27,-0.8021028588494902,-0.8354018882801733,0.046,6.0,114.0,0.9955,3.25,0.35,-0.8508166112966764
6.5,0.14,-0.6248853136851622,-0.6747439093480637,0.05,53.0,189.0,0.9966,3.25,0.49,-0.7023942116672692
6.1,0.37,-0.26419147064651516,0.047844263375541374,0.035,36.0,116.0,0.991,3.31,0.62,-0.14132008261191942
6.8,0.19,-0.3040434503885434,0.04866196237416043,0.04,41.0,108.0,0.99,3.25,0.45,-0.16055334042732838
5.7,0.44,-0.4155327837279086,-0.12701819796612113,0.025,28.0,173.0,0.9913,3.33,0.48,-0.2543887076830539
6.6,0.38,-0.6676349436401399,-0.6123321771125254,0.136,15.0,93.0,0.99336,3.18,0.6,-0.6887487849204985
5.6,0.23,-0.505510495009803,-0.40266956847419366,0.043,31.0,101.0,0.99429,3.19,0.42,-0.4755909782477805
7.8,0.28,-0.4589513605328388,-0.33495643003392095,0.046,27.0,142.0,0.9936,3.09,0.59,-0.48241255912304204
5.8,0.26,-0.6321325588720828,-0.4418884978688786,0.031,40.0,114.0,0.9908,3.42,0.4,-0.5545711675261119
6.5,0.28,-0.6404111205947123,-0.6089256359312873,0.04,44.0,179.0,0.9948,3.19,0.69,-0.6641613057011664
5.9,0.17,-0.5806653241331718,-0.43339348430183877,0.042,25.0,119.0,0.9931,3.68,0.72,-0.5520316263779081
6.4,0.16,-0.694020839604131,-0.5909127981678248,0.04,41.0,149.0,0.9933,3.49,0.58,-0.6754909684888326
7.1,0.37,-0.41773044209108,-0.1404517479905223,0.037000000000000005,27.0,126.0,0.9918,3.19,0.62,-0.31618823055761014
6.2,0.33,-0.6482907049205586,-0.576582553383429,0.042,22.0,143.0,0.99425,3.15,0.63,-0.6311559838310137
7.4,0.23,-0.4662078131377546,-0.3088157696982907,0.044000000000000004,22.0,113.0,0.9938,3.22,0.62,-0.45762635850834965
6.3,0.27,-0.3755118237543963,-0.37335994114213955,0.053,44.0,177.0,0.9969100000000001,3.18,0.67,-0.43897943240340553
7.1,0.29,-0.45053792506410206,-0.5109451047260811,0.036000000000000004,58.0,201.0,0.99954,3.3,0.67,-0.5059334209722643
6.0,0.14,-0.6741823837305829,-0.611352165343656,0.036000000000000004,37.0,127.0,0.9937299999999999,3.05,0.57,-0.6582939364443345
6.1,0.125,-0.6240350595311832,-0.5220735664654579,0.04,10.0,69.0,0.9934,3.54,0.59,-0.6071384052255149
6.5,0.39,-0.6149245651139151,-0.537371679583055,0.049,10.0,164.0,0.99516,3.35,0.51,-0.6370211535475068
5.7,0.25,-0.49502491596036047,-0.4588098655480459,0.05,58.0,116.0,0.99592,3.1,0.5,-0.5010803154052951
7.2,0.4,-0.2955131472954349,0.030087158291525196,0.03,40.0,109.0,0.99075,3.27,0.46,-0.17527308293539434
6.7,0.26,-0.3744834753275883,-0.33792279951787574,0.062,50.0,194.0,0.99545,3.13,0.5,-0.4358557590850758
6.1,0.27,-0.37447738756413995,-0.05233771998743286,0.034,24.0,110.0,0.9898,3.36,0.4,-0.24719258282290235
6.2,0.235,-0.37256505200457735,-0.08042409980138454,0.036000000000000004,4.0,117.0,0.9903200000000001,3.4,0.44,-0.26490606203081724
7.8,0.27,-0.32594157122460876,-0.3662283616158666,0.036000000000000004,44.0,161.0,0.9977,3.06,0.41,-0.438287228106368
7.7,0.35,-0.401388149213981,-0.43757936695708444,0.08800000000000001,61.0,183.0,0.9978600000000001,2.86,0.47,-0.48567820107580706
8.3,0.14,-0.40905275142602116,-0.21736012562206364,0.039,18.0,98.0,0.99215,3.02,0.56,-0.38391847407093893
7.4,0.26,-0.4214906735305508,-0.3593724803928766,0.047,42.0,147.0,0.9982,3.46,0.72,-0.43597586322794135
8.0,0.2,-0.4070115012994948,-0.19545993674331585,0.057,24.0,111.0,0.9915799999999999,3.09,0.32,-0.36945530548932726
6.2,0.3,-0.4325441168316101,-0.17866445152739452,0.040999999999999995,29.0,82.0,0.99065,3.31,0.61,-0.3379130094657442
6.6,0.37,-0.8147924289478485,-0.7133783926814442,0.048,58.0,144.0,0.9922,3.17,0.38,-0.7672191256564296
6.9,0.25,-0.38394694525931694,-0.08860470404598408,0.035,27.0,82.0,0.99045,3.18,0.44,-0.27599008313781426
6.2,0.33,-0.7526677601957605,-0.7205162206728242,0.052000000000000005,27.0,128.0,0.99475,3.21,0.48,-0.7510483893177484
6.0,0.26,-0.4201062881037305,-0.11507600498107906,0.032,27.0,96.0,0.9896,3.38,0.44,-0.29720061442287027
6.6,0.38,-0.7202317609498403,-0.6078562920945789,0.042,20.0,84.0,0.9927,3.22,0.45,-0.6887389524448831
6.1,0.27,-0.46678809783856434,-0.3905163688878266,0.042,61.0,125.0,0.9953200000000001,3.14,0.42,-0.4538083468085524
6.5,0.22,-0.7728101052545542,-0.7117005493182376,0.064,36.0,191.0,0.99297,3.05,0.5,-0.7739162687640568
7.7,0.29,-0.4088777768077392,-0.2557229984935181,0.049,36.0,178.0,0.9931,3.17,0.64,-0.41042427445865504
6.3,0.31,-0.562650109994447,-0.4451511181806409,0.045,20.0,77.0,0.9927,3.3,0.43,-0.5575146846301433
5.9,0.26,-0.5316937359325302,-0.3212184534989979,0.046,27.0,132.0,0.99234,3.63,0.73,-0.4509892674721552
6.1,0.24,-0.383858038187878,-0.26485716701190154,0.05,51.0,133.0,0.9947600000000001,3.22,0.37,-0.33907364087071945
6.9,0.44,-0.6170396490913921,-0.6477409440240964,0.051,26.0,126.0,0.9975,3.23,0.48,-0.6419965627976802
6.4,0.29,-0.5465474181685852,-0.5856701886944875,0.04,21.0,116.0,0.99736,3.14,0.5,-0.5679742519027214
7.8,0.29,-0.3975052134321432,-0.2718062313526135,0.035,33.0,181.0,0.9962,3.11,0.46,-0.3680916730683921
6.6,0.26,-0.5463631427556574,-0.3388944021978888,0.026000000000000002,48.0,126.0,0.9908899999999999,3.22,0.38,-0.4600982146498437
5.9,0.415,-0.9349531202665279,-0.8914669239394618,0.038,22.0,63.0,0.9932,3.36,0.36,-0.9132319207561144
7.7,0.43,-0.45905278143012096,-0.44339620627366627,0.16899999999999998,22.0,210.0,0.9977600000000001,3.02,0.64,-0.49942950040915046
7.0,0.15,-0.5108667523743982,-0.3756118942601867,0.047,33.0,96.0,0.9928,3.13,0.39,-0.5032387794035016
7.1,0.42,-0.35074675940626054,0.038835977320404114,0.038,28.0,109.0,0.9896799999999999,3.23,0.47,-0.15500259716838383
6.0,0.26,-0.640659742310644,-0.5021840221731309,0.053,66.0,150.0,0.9924,3.21,0.62,-0.6054777577537543
6.9,0.19,-0.3765186376906663,-0.07423790886618087,0.039,27.0,98.0,0.9898,3.09,0.46,-0.261655751404514
8.6,0.16,-0.5076805663266428,-0.39613241782114317,0.04,41.0,143.0,0.9932,2.95,0.39,-0.51088580050479
6.7,0.26,-0.6019925192320688,-0.5299722239416673,0.04,45.0,147.0,0.9935,3.32,0.58,-0.6367045275496197
7.3,0.23,-0.34937464288298736,-0.3664616145531816,0.048,73.0,223.0,0.9986299999999999,3.16,0.71,-0.4048986950017883
6.6,0.24,-0.3815588655507739,-0.06455993252325753,0.023,19.0,86.0,0.99,3.25,0.45,-0.24891218259592618
7.4,0.25,-0.4906599033437975,-0.3202223271561744,0.05,31.0,100.0,0.992,3.19,0.44,-0.4586100790053653
7.6,0.38,-0.7309168753859996,-0.6906180594381088,0.046,9.0,116.0,0.9944,3.15,0.41,-0.7402198423670361
8.0,0.29,-0.44318326459310153,-0.4281995686595763,0.046,26.0,113.0,0.9983,3.25,0.37,-0.45942134167926874
6.5,0.28,-0.4563791921646687,-0.22098368846359184,0.038,26.0,107.0,0.9912,3.32,0.41,-0.3701486095565343
6.6,0.25,-0.39413481626361246,-0.3848496989058272,0.049,77.0,231.0,0.9966,3.24,0.52,-0.44483806895479117
9.2,0.27,-0.3856229861754905,-0.29510436074685664,0.043,49.0,228.0,0.9974,3.04,0.41,-0.37437066266806784
6.5,0.22,-0.552081676429359,-0.36295540499764045,0.039,36.0,116.0,0.9917799999999999,3.38,0.57,-0.492144925820889
6.4,0.4,-0.4197318714753824,-0.09296072165964886,0.033,28.0,124.0,0.9904,3.22,0.54,-0.25808118184504736
7.0,0.23,-0.44322611161322223,-0.34029654725781233,0.042,37.0,144.0,0.99518,3.5,0.59,-0.45502023212360576
5.6,0.2,-0.6959178218132542,-0.5922762322085913,0.049,25.0,155.0,0.9929600000000001,3.74,0.43,-0.6773383053399988
8.2,0.25,-0.48557361543237154,-0.41824974506325185,0.05,14.0,102.0,0.99524,3.28,0.58,-0.530036095991196
6.6,0.25,-0.4711008401792126,-0.5143191833532692,0.052000000000000005,40.0,183.0,0.998,3.02,0.5,-0.5205832789332819
7.5,0.24,-0.27592940090126694,-0.16919567465659213,0.048,50.0,149.0,0.9962,3.17,0.59,-0.28805567920565767
7.6,0.27,-0.6363715607384306,-0.5556461449965251,0.059000000000000004,37.0,115.0,0.9932799999999999,3.09,0.37,-0.6421788530964084
6.0,0.17,-0.6343886977357651,-0.5732409373102911,0.05,26.0,134.0,0.9939,3.08,0.54,-0.6264437471283106
5.8,0.29,-0.6190286580265015,-0.39398158671205774,0.028999999999999998,12.0,83.0,0.9898,3.3,0.4,-0.5151340091802324
6.7,0.36,-0.3231576337738298,-0.06393304109598485,0.034,39.0,123.0,0.99119,2.99,0.3,-0.2029875347835649
7.6,0.47,-0.33489244437403465,-0.35984330751500604,0.239,42.0,220.0,0.9988,2.96,0.51,-0.41534946411301144
7.4,0.24,-0.4016490980024555,-0.45868217595559546,0.066,48.0,198.0,0.9979,2.89,0.42,-0.48440516391915156
6.5,0.28,-0.4557376808154019,-0.41393016114192305,0.038,30.0,133.0,0.9954,3.11,0.44,-0.47489987372091214
6.6,0.26,-0.4674786373480504,-0.47367586256267113,0.047,48.0,186.0,0.9958,3.2,0.54,-0.5446641434648131
6.7,0.31,-0.5575976484384468,-0.4054085799913947,0.038,18.0,130.0,0.9928,3.36,0.63,-0.5241927367621037
